date,spot_rate,forward_30,spot_30
1987-05-01,0.5999,0.6011,0.6092
1987-05-08,0.5952,0.5962,0.6001
1987-05-15,0.5958,0.5965,0.6135
1987-05-22,0.5949,0.5955,0.6198
1987-05-29,0.6148,0.6156,0.6215
1987-06-05,0.6118,0.6126,0.6173
1987-06-12,0.6011,0.6019,0.6196
1987-06-19,0.6136,0.6145,0.6246
1987-06-26,0.6198,0.6207,0.6251
1987-07-03,0.62,0.6211,0.6339
1987-07-10,0.6197,0.6208,0.6373
1987-07-17,0.616,0.6171,0.6225
1987-07-24,0.6234,0.6245,0.62
1987-07-31,0.6274,0.6285,0.6075
1987-08-07,0.6357,0.6373,0.6028
1987-08-14,0.6337,0.6353,0.6084
1987-08-21,0.6169,0.6184,0.612
1987-08-28,0.6148,0.6162,0.6156
1987-09-04,0.6042,0.6055,0.6098
1987-09-11,0.6068,0.6078,0.6083
1987-09-18,0.6046,0.6057,0.5986
1987-09-25,0.6105,0.6117,0.5935
1987-10-02,0.6158,0.6169,0.5732
1987-10-09,0.6055,0.6065,0.5657
1987-10-16,0.601,0.6018,0.5683
1987-10-23,0.603,0.6044,0.5631
1987-10-30,0.5834,0.5844,0.5523
1987-11-06,0.5621,0.5632,0.5566
1987-11-13,0.5666,0.5676,0.5453
1987-11-20,0.5601,0.561,0.5466
1987-11-27,0.5537,0.5542,0.5389
1987-12-04,0.5519,0.5522,0.5537
1987-12-11,0.544,0.544,0.5457
1987-12-18,0.5446,0.5448,0.5583
1987-12-25,0.545,0.545,0.5631
1988-01-01,0.534,0.5346,0.5667
1988-01-08,0.5534,0.5542,0.5685
1988-01-15,0.5478,0.5484,0.5721
1988-01-22,0.5601,0.5608,0.5663
1988-01-29,0.5643,0.565,0.5655
1988-02-05,0.5669,0.5678,0.5565
1988-02-12,0.5698,0.5708,0.5401
1988-02-19,0.5721,0.5729,0.5467
1988-02-26,0.5647,0.5658,0.5373
1988-03-04,0.5643,0.5653,0.5322
1988-03-11,0.5392,0.54,0.5424
1988-03-18,0.5488,0.5497,0.5276
1988-03-25,0.5462,0.547,0.5348
1988-04-01,0.5298,0.5304,0.5343
1988-04-08,0.5336,0.5342,0.5313
1988-04-15,0.5311,0.5315,0.5332
1988-04-22,0.5295,0.5299,0.5345
1988-04-29,0.5305,0.5309,0.5478
1988-05-06,0.5358,0.536,0.5493
1988-05-13,0.529,0.5293,0.5607
1988-05-20,0.5361,0.5361,0.5639
1988-05-27,0.5382,0.5381,0.5847
1988-06-03,0.5553,0.5555,0.5888
1988-06-10,0.5493,0.5495,0.5917
1988-06-17,0.5618,0.562,0.5935
1988-06-24,0.5729,0.5734,0.5817
1988-07-01,0.5874,0.5882,0.585
1988-07-08,0.5841,0.5851,0.5929
1988-07-15,0.5944,0.5952,0.5875
1988-07-22,0.5757,0.5768,0.5945
1988-07-29,0.5845,0.5855,0.5952
1988-08-05,0.5865,0.5876,0.5862
1988-08-12,0.5848,0.586,0.5917
1988-08-19,0.5877,0.5889,0.5965
1988-08-26,0.5915,0.5933,0.594
1988-09-02,0.5988,0.6006,0.5907
1988-09-09,0.5882,0.5898,0.5819
1988-09-16,0.5967,0.5983,0.5731
1988-09-23,0.5999,0.6015,0.5719
1988-09-30,0.5928,0.5944,0.5643
1988-10-07,0.5901,0.592,0.561
1988-10-14,0.5729,0.5745,0.5533
1988-10-21,0.5681,0.5698,0.5479
1988-10-28,0.5665,0.5681,0.5429
1988-11-04,0.562,0.5635,0.5354
1988-11-11,0.5566,0.558,0.5464
1988-11-18,0.5519,0.5533,0.5537
1988-11-25,0.5439,0.5457,0.556
1988-12-02,0.5401,0.5417,0.5511
1988-12-09,0.5417,0.5432,0.5639
1988-12-16,0.54990000000000006,0.5513,0.5675
1988-12-23,0.5552,0.5568,0.564
1988-12-30,0.5519,0.5536,0.5717
1989-01-06,0.5579,0.5596,0.5742
1989-01-13,0.5641,0.5659,0.565
1989-01-20,0.5672,0.569,0.5732
1989-01-27,0.5656,0.5672,0.5696
1989-02-03,0.5726,0.5742,0.5807
1989-02-10,0.564,0.5655,0.5806
1989-02-17,0.5621,0.5635,0.5839
1989-02-24,0.5693,0.5706,0.5935
1989-03-03,0.5804,0.5818,0.5889
1989-03-10,0.5802,0.5815,0.5914
1989-03-17,0.5822,0.5836,0.5846
1989-03-24,0.5811,0.5823,0.5893
1989-03-31,0.5917,0.5929,0.5949
1989-04-07,0.5874,0.5886,0.6016
1989-04-14,0.5901,0.5914,0.6083
1989-04-21,0.5821,0.5836,0.6337
1989-04-28,0.5922,0.5937,0.638
1989-05-05,0.5967,0.5979,0.6336
1989-05-12,0.6017,0.603,0.6578
1989-05-19,0.6169,0.6183,0.6519
1989-05-26,0.6225,0.6245,0.6406
1989-06-02,0.6313,0.6334,0.638
1989-06-09,0.6402,0.6423,0.6165
1989-06-16,0.6549,0.6572,0.6242
1989-06-23,0.6407,0.6428,0.6146
1989-06-30,0.6456,0.6481,0.6075
1989-07-07,0.6163,0.6185,0.6173
1989-07-14,0.6167,0.6191,0.6347
1989-07-21,0.613,0.6155,0.6367
1989-07-28,0.6039,0.6064,0.6299
1989-08-04,0.6109,0.6135,0.646
1989-08-11,0.627,0.6295,0.6445
1989-08-18,0.6402,0.6427,0.6347
1989-08-25,0.6377,0.6402,0.618
1989-09-01,0.639,0.6416,0.6223
1989-09-08,0.646,0.6486,0.638
1989-09-15,0.6427,0.6452,0.6345
1989-09-22,0.6329,0.6354,0.6277
1989-09-29,0.6154,0.6182,0.6335
1989-10-06,0.6237,0.6268,0.6303
1989-10-13,0.6416,0.6451,0.6314
1989-10-20,0.6281,0.6315,0.6363
1989-10-27,0.6331,0.6367,0.6404
1989-11-03,0.6366,0.6399,0.6395
1989-11-10,0.6304,0.6336,0.6239
1989-11-17,0.6353,0.6387,0.6232
1989-11-24,0.6398,0.6432,0.6177
