date,spot_rate,forward_30,spot_30
1989-05-05,133.83,133.2,142.42
1989-05-12,135.95,135.32,148.63
1989-05-19,138.72,138.13,145
1989-05-26,140.08,139.52,142.7
1989-06-02,141.9,141.33,142.6
1989-06-09,144.8,144.3,139.6
1989-06-16,146.4,145.88,142.7
1989-06-23,139.7,139.18,142.3
1989-06-30,143.8,143.25,136.65
1989-07-07,139.5,139,139.18
1989-07-14,139.65,139.18,142.25
1989-07-21,141.5,141.02,142.73
1989-07-28,139.3,138.85,143.4
1989-08-04,137.75,137.32,146.6
1989-08-11,141.25,140.77,146.9
1989-08-18,143.07,142.61,145.9
1989-08-25,143.65,143.19,140.55
1989-09-01,145.15,144.73,141
1989-09-08,146.45,146.05,143.45
1989-09-15,146.95,146.55,142.5
1989-09-22,145.25,144.83,142.1
1989-09-29,139.33,138.85,143.25
1989-10-06,143.4,142.96,143
1989-10-13,144,143.68,143.55
1989-10-20,142.05,141.73,144.1
1989-10-27,142.45,142.16,143.9
1989-11-03,143.3,143,143.8
1989-11-10,142.7,142.42,144.3
1989-11-17,144.15,143.87,143.95
1989-11-24,143.6,143.37,143.15
