date,spot_rate,forward_30,spot_30
1987-10-23,1.8054,1.8005,1.6829
1987-10-30,1.737,1.7315,1.6539
1987-11-06,1.6775,1.673,1.667
1987-11-13,1.69,1.6854,1.6277
1987-11-20,1.674,1.6686,1.629
1987-11-27,1.6587,1.6523,1.597
1987-12-04,1.6539,1.6476,1.6465
1987-12-11,1.631,1.6246,1.6272
1987-12-18,1.621,1.6147,1.6642
1987-12-25,1.626,1.6199,1.6745
1988-01-01,1.5792,1.5739,1.69
1988-01-08,1.652,1.6467,1.6912
1988-01-15,1.631,1.6257,1.705
1988-01-22,1.6695,1.664,1.693
1988-01-29,1.675,1.67,1.6887
1988-02-05,1.6893,1.6844,1.6859
1988-02-12,1.6962,1.6917,1.6652
1988-02-19,1.7065,1.7019,1.691
1988-02-26,1.689,1.6834,1.669
1988-03-04,1.6945,1.6896,1.6685
1988-03-11,1.6575,1.6525,1.6932
1988-03-18,1.6945,1.6896,1.6622
1988-03-25,1.68,1.675,1.6797
1988-04-01,1.656,1.651,1.6775
1988-04-08,1.6735,1.6683,1.68
1988-04-15,1.664,1.6589,1.685
1988-04-22,1.6715,1.6661,1.6992
1988-04-29,1.6667,1.6614,1.723
1988-05-06,1.6785,1.6731,1.7155
1988-05-13,1.6806,1.6747,1.7512
1988-05-20,1.702,1.6958,1.774
1988-05-27,1.7127,1.7068,1.822
1988-06-03,1.724,1.718,1.8247
1988-06-10,1.7175,1.7116,1.842
1988-06-17,1.7523,1.7468,1.868
1988-06-24,1.7933,1.7879,1.8558
1988-07-01,1.822,1.8166,1.8792
1988-07-08,1.8215,1.8159,1.9212
1988-07-15,1.8535,1.8484,1.898
1988-07-22,1.8247,1.8194,1.8952
1988-07-29,1.8778,1.8728,1.8775
1988-08-05,1.8857,1.8806,1.8423
1988-08-12,1.8835,1.8783,1.855
1988-08-19,1.8953,1.8899,1.8735
1988-08-26,1.8628,1.8575,1.8797
1988-09-02,1.8735,1.8681,1.8657
1988-09-09,1.8445,1.8392,1.8507
1988-09-16,1.8753,1.8702,1.8135
1988-09-23,1.8772,1.872,1.7972
1988-09-30,1.8795,1.874,1.7815
1988-10-07,1.8673,1.8614,1.7755
1988-10-14,1.821,1.8154,1.7449
1988-10-21,1.79,1.7844,1.7287
1988-10-28,1.783,1.7777,1.733
1988-11-04,1.779,1.7737,1.7264
1988-11-11,1.758,1.7525,1.744
1988-11-18,1.741,1.7353,1.7785
1988-11-25,1.717,1.7112,1.778
1988-12-02,1.733,1.7266,1.782
1988-12-09,1.7375,1.7313,1.8285
1988-12-16,1.7575,1.7516,1.8617
1988-12-23,1.7765,1.7695,1.845
1988-12-30,1.7705,1.7644,1.8725
1989-01-06,1.8005,1.7946,1.8725
1989-01-13,1.8385,1.8323,1.8425
1989-01-20,1.8493,1.8436,1.8412
1989-01-27,1.851,1.8458,1.829
1989-02-03,1.879,1.8744,1.8442
1989-02-10,1.8425,1.8376,1.858
1989-02-17,1.8355,1.8311,1.8761
1989-02-24,1.8283,1.8233,1.8945
1989-03-03,1.8435,1.8381,1.8752
1989-03-10,1.857,1.851,1.8857
1989-03-17,1.8688,1.8624,1.8602
1989-03-24,1.866,1.8596,1.8705
1989-03-31,1.892,1.8856,1.8897
1989-04-07,1.8697,1.8635,1.9145
1989-04-14,1.8773,1.8712,1.9362
1989-04-21,1.848,1.8423,2.0075
1989-04-28,1.878,1.872,1.9883
1989-05-05,1.897,1.8915,1.963
1989-05-12,1.9173,1.9115,2.0222
1989-05-19,1.9675,1.9623,1.99
1989-05-26,1.962,1.9571,1.966
1989-06-02,1.9703,1.9653,1.9357
1989-06-09,1.9875,1.983,1.8795
1989-06-16,2.007,2.0023,1.9245
1989-06-23,1.948,1.9433,1.892
1989-06-30,1.9525,1.9482,1.8557
1989-07-07,1.8863,1.8823,1.8972
1989-07-14,1.889,1.8855,1.9433
1989-07-21,1.895,1.8914,1.9485
1989-07-28,1.878,1.8748,1.9377
1989-08-04,1.875,1.8721,1.979
1989-08-11,1.9235,1.9203,1.9815
1989-08-18,1.962,1.9586,1.9472
1989-08-25,1.9613,1.9579,1.878
1989-09-01,1.9708,1.9678,1.8772
1989-09-08,1.9825,1.9795,1.8865
1989-09-15,1.9758,1.9731,1.8657
1989-09-22,1.9433,1.9405,1.847
1989-09-29,1.8685,1.8663,1.8397
1989-10-06,1.8973,1.8954,1.8425
1989-10-13,1.9015,1.9005,1.841
1989-10-20,1.851,1.8496,1.819
1989-10-27,1.8453,1.8442,1.7988
1989-11-03,1.8408,1.8399,1.7857
1989-11-10,1.8513,1.8502,1.7515
1989-11-17,1.841,1.8399,1.7327
1989-11-24,1.7998,1.7989,1.705
